name,latitude,longitude,threshold,event_date,geps_init_date,lead_time_days,event_flag,amd_tmp_min,percentile
Honbetsu,43.133400,143.562300,3.0,2025-04-12,2025-04-10,2,1,1.90,33.5
Honbetsu,43.133400,143.562300,3.0,2025-04-13,2025-04-10,3,0,5.20,24.2
Honbetsu,43.133400,143.562300,3.0,2025-04-14,2025-04-10,4,1,2.90,16.7
Honbetsu,43.133400,143.562300,3.0,2025-04-15,2025-04-10,5,0,5.90,8.4
Honbetsu,43.133400,143.562300,3.0,2025-04-16,2025-04-10,6,0,6.70,5.3
Honbetsu,43.133400,143.562300,3.0,2025-04-17,2025-04-10,7,1,2.80,37.0
Honbetsu,43.133400,143.562300,3.0,2025-04-18,2025-04-10,8,1,-0.50,8.6
Honbetsu,43.133400,143.562300,3.0,2025-04-19,2025-04-10,9,0,5.30,75.4
Honbetsu,43.133400,143.562300,3.0,2025-04-20,2025-04-10,10,0,5.70,44.4
Honbetsu,43.133400,143.562300,3.0,2025-04-21,2025-04-10,11,1,1.80,13.3
Honbetsu,43.133400,143.562300,3.0,2025-04-22,2025-04-10,12,1,1.40,15.7
Honbetsu,43.133400,143.562300,3.0,2025-04-23,2025-04-10,13,1,2.90,49.4
Honbetsu,43.133400,143.562300,3.0,2025-04-24,2025-04-10,14,0,5.80,47.5
Honbetsu,43.133400,143.562300,3.0,2025-04-25,2025-04-10,15,1,2.60,60.7
Honbetsu,43.133400,143.562300,3.0,2025-04-26,2025-04-10,16,1,-1.50,4.2
Honbetsu,43.133400,143.562300,3.0,2025-04-27,2025-04-10,17,1,-0.60,5.4
Honbetsu,43.133400,143.562300,3.0,2025-04-28,2025-04-10,18,1,-2.50,2.7
Honbetsu,43.133400,143.562300,3.0,2025-04-29,2025-04-10,19,1,0.60,9.7
Honbetsu,43.133400,143.562300,3.0,2025-04-30,2025-04-10,20,1,0.80,11.2
Honbetsu,43.133400,143.562300,3.0,2025-05-01,2025-04-10,21,1,0.40,3.1
Honbetsu,43.133400,143.562300,3.0,2025-05-02,2025-04-10,22,0,3.90,36.4
Honbetsu,43.133400,143.562300,3.0,2025-05-03,2025-04-10,23,0,8.10,31.9
Honbetsu,43.133400,143.562300,3.0,2025-05-04,2025-04-10,24,0,6.20,25.0
Honbetsu,43.133400,143.562300,3.0,2025-05-05,2025-04-10,25,0,3.80,28.6
Honbetsu,43.133400,143.562300,3.0,2025-05-06,2025-04-10,26,1,0.00,3.0
Honbetsu,43.133400,143.562300,3.0,2025-05-07,2025-04-10,27,0,3.10,38.4
Honbetsu,43.133400,143.562300,3.0,2025-05-08,2025-04-10,28,1,2.40,33.1
Honbetsu,43.133400,143.562300,3.0,2025-05-09,2025-04-10,29,0,4.50,32.7
Honbetsu,43.133400,143.562300,3.0,2025-05-10,2025-04-10,30,0,6.00,15.1
Honbetsu,43.133400,143.562300,3.0,2025-05-11,2025-04-10,31,0,4.90,10.6
Honbetsu,43.133400,143.562300,3.0,2025-05-12,2025-04-10,32,0,3.40,14.4
Date,42.493500,140.866200,-1.0,2025-04-10,2025-04-10,0,0,0.10,0.0
Date,42.493500,140.866200,-1.0,2025-04-11,2025-04-10,1,0,5.40,54.8
Date,42.493500,140.866200,-1.0,2025-04-12,2025-04-10,2,0,1.80,53.7
Date,42.493500,140.866200,-1.0,2025-04-13,2025-04-10,3,0,5.60,0.0
Date,42.493500,140.866200,-1.0,2025-04-14,2025-04-10,4,0,6.70,2.8
Date,42.493500,140.866200,-1.0,2025-04-15,2025-04-10,5,0,5.40,2.6
Date,42.493500,140.866200,-1.0,2025-04-16,2025-04-10,6,0,5.80,0.0
Date,42.493500,140.866200,-1.0,2025-04-17,2025-04-10,7,0,1.30,0.0
Date,42.493500,140.866200,-1.0,2025-04-18,2025-04-10,8,0,-0.80,5.5
Date,42.493500,140.866200,-1.0,2025-04-19,2025-04-10,9,0,7.10,6.0
Date,42.493500,140.866200,-1.0,2025-04-20,2025-04-10,10,0,6.60,2.9
Date,42.493500,140.866200,-1.0,2025-04-21,2025-04-10,11,0,4.50,0.8
Date,42.493500,140.866200,-1.0,2025-04-22,2025-04-10,12,0,3.20,0.5
Date,42.493500,140.866200,-1.0,2025-04-23,2025-04-10,13,0,5.70,3.6
Date,42.493500,140.866200,-1.0,2025-04-24,2025-04-10,14,0,8.00,2.8
Date,42.493500,140.866200,-1.0,2025-04-25,2025-04-10,15,0,4.70,2.1
Date,42.493500,140.866200,-1.0,2025-04-26,2025-04-10,16,0,1.20,2.2
Date,42.493500,140.866200,-1.0,2025-04-27,2025-04-10,17,0,3.60,2.9
Date,42.493500,140.866200,-1.0,2025-04-28,2025-04-10,18,0,0.90,5.4
Date,42.493500,140.866200,-1.0,2025-04-29,2025-04-10,19,0,5.20,0.4
Date,42.493500,140.866200,-1.0,2025-04-30,2025-04-10,20,0,2.40,0.8
Date,42.493500,140.866200,-1.0,2025-05-01,2025-04-10,21,0,0.30,0.0
Date,42.493500,140.866200,-1.0,2025-05-02,2025-04-10,22,0,9.20,0.1
Date,42.493500,140.866200,-1.0,2025-05-03,2025-04-10,23,0,8.50,1.4
Date,42.493500,140.866200,-1.0,2025-05-04,2025-04-10,24,0,5.60,0.4
Date,42.493500,140.866200,-1.0,2025-05-05,2025-04-10,25,0,6.90,0.5
Date,42.493500,140.866200,-1.0,2025-05-06,2025-04-10,26,0,4.30,0.1
Date,42.493500,140.866200,-1.0,2025-05-07,2025-04-10,27,0,4.00,0.3
Date,42.493500,140.866200,-1.0,2025-05-08,2025-04-10,28,0,3.70,3.2
Date,42.493500,140.866200,-1.0,2025-05-09,2025-04-10,29,0,5.10,1.3
Date,42.493500,140.866200,-1.0,2025-05-10,2025-04-10,30,0,9.20,0.5
Date,42.493500,140.866200,-1.0,2025-05-11,2025-04-10,31,0,7.80,0.2
Date,42.493500,140.866200,-1.0,2025-05-12,2025-04-10,32,0,5.20,0.0
Date,42.493500,140.866200,3.0,2025-04-10,2025-04-10,0,1,0.10,50.0
Date,42.493500,140.866200,3.0,2025-04-11,2025-04-10,1,0,5.40,100.0
Date,42.493500,140.866200,3.0,2025-04-12,2025-04-10,2,1,1.80,99.2
Date,42.493500,140.866200,3.0,2025-04-13,2025-04-10,3,0,5.60,98.9
Date,42.493500,140.866200,3.0,2025-04-14,2025-04-10,4,0,6.70,87.2
Date,42.493500,140.866200,3.0,2025-04-15,2025-04-10,5,0,5.40,96.6
Date,42.493500,140.866200,3.0,2025-04-16,2025-04-10,6,0,5.80,92.4
Date,42.493500,140.866200,3.0,2025-04-17,2025-04-10,7,1,1.30,17.6
Date,42.493500,140.866200,3.0,2025-04-18,2025-04-10,8,1,-0.80,7.2
Date,42.493500,140.866200,3.0,2025-04-19,2025-04-10,9,0,7.10,83.1
Date,42.493500,140.866200,3.0,2025-04-20,2025-04-10,10,0,6.60,63.3
Date,42.493500,140.866200,3.0,2025-04-21,2025-04-10,11,0,4.50,46.0
Date,42.493500,140.866200,3.0,2025-04-22,2025-04-10,12,0,3.20,57.4
Date,42.493500,140.866200,3.0,2025-04-23,2025-04-10,13,0,5.70,75.0
Date,42.493500,140.866200,3.0,2025-04-24,2025-04-10,14,0,8.00,64.8
Date,42.493500,140.866200,3.0,2025-04-25,2025-04-10,15,0,4.70,76.1
Date,42.493500,140.866200,3.0,2025-04-26,2025-04-10,16,1,1.20,26.8
Date,42.493500,140.866200,3.0,2025-04-27,2025-04-10,17,0,3.60,71.6
Date,42.493500,140.866200,3.0,2025-04-28,2025-04-10,18,1,0.90,32.0
Date,42.493500,140.866200,3.0,2025-04-29,2025-04-10,19,0,5.20,54.2
Date,42.493500,140.866200,3.0,2025-04-30,2025-04-10,20,1,2.40,48.9
Date,42.493500,140.866200,3.0,2025-05-01,2025-04-10,21,1,0.30,0.8
Date,42.493500,140.866200,3.0,2025-05-02,2025-04-10,22,0,9.20,53.5
Date,42.493500,140.866200,3.0,2025-05-03,2025-04-10,23,0,8.50,61.0
Date,42.493500,140.866200,3.0,2025-05-04,2025-04-10,24,0,5.60,48.4
Date,42.493500,140.866200,3.0,2025-05-05,2025-04-10,25,0,6.90,54.2
Date,42.493500,140.866200,3.0,2025-05-06,2025-04-10,26,0,4.30,45.8
Date,42.493500,140.866200,3.0,2025-05-07,2025-04-10,27,0,4.00,56.1
Date,42.493500,140.866200,3.0,2025-05-08,2025-04-10,28,0,3.70,57.7
Date,42.493500,140.866200,3.0,2025-05-09,2025-04-10,29,0,5.10,45.5
Date,42.493500,140.866200,3.0,2025-05-10,2025-04-10,30,0,9.20,34.2
Date,42.493500,140.866200,3.0,2025-05-11,2025-04-10,31,0,7.80,26.4
Date,42.493500,140.866200,3.0,2025-05-12,2025-04-10,32,0,5.20,21.3
Kitami,43.770900,143.820100,-1.0,2025-04-10,2025-04-10,0,0,-0.90,36.2
Kitami,43.770900,143.820100,-1.0,2025-04-11,2025-04-10,1,0,-0.20,74.3
Kitami,43.770900,143.820100,-1.0,2025-04-12,2025-04-10,2,0,0.00,4.2
Kitami,43.770900,143.820100,-1.0,2025-04-13,2025-04-10,3,0,3.70,0.1
Kitami,43.770900,143.820100,-1.0,2025-04-14,2025-04-10,4,0,1.90,0.0
Kitami,43.770900,143.820100,-1.0,2025-04-15,2025-04-10,5,0,5.00,0.0
Kitami,43.770900,143.820100,-1.0,2025-04-16,2025-04-10,6,0,5.10,0.0
Kitami,43.770900,143.820100,-1.0,2025-04-17,2025-04-10,7,0,4.20,0.0
Kitami,43.770900,143.820100,-1.0,2025-04-18,2025-04-10,8,0,1.00,1.4
Kitami,43.770900,143.820100,-1.0,2025-04-19,2025-04-10,9,0,5.70,9.3
Kitami,43.770900,143.820100,-1.0,2025-04-20,2025-04-10,10,0,3.80,9.8
Kitami,43.770900,143.820100,-1.0,2025-04-21,2025-04-10,11,0,0.60,3.8
Kitami,43.770900,143.820100,-1.0,2025-04-22,2025-04-10,12,0,0.80,7.8
Kitami,43.770900,143.820100,-1.0,2025-04-23,2025-04-10,13,0,2.10,8.5
Kitami,43.770900,143.820100,-1.0,2025-04-24,2025-04-10,14,0,-0.90,7.4
Kitami,43.770900,143.820100,-1.0,2025-04-25,2025-04-10,15,0,3.40,8.2
Kitami,43.770900,143.820100,-1.0,2025-04-26,2025-04-10,16,0,-0.70,5.5
Kitami,43.770900,143.820100,-1.0,2025-04-27,2025-04-10,17,1,-1.30,4.7
Kitami,43.770900,143.820100,-1.0,2025-04-28,2025-04-10,18,0,-0.30,6.1
Kitami,43.770900,143.820100,-1.0,2025-04-29,2025-04-10,19,0,-0.20,2.7
Kitami,43.770900,143.820100,-1.0,2025-04-30,2025-04-10,20,0,-0.20,2.7
Kitami,43.770900,143.820100,-1.0,2025-05-01,2025-04-10,21,0,-0.30,1.1
Kitami,43.770900,143.820100,-1.0,2025-05-02,2025-04-10,22,0,2.20,2.5
Kitami,43.770900,143.820100,-1.0,2025-05-03,2025-04-10,23,0,7.90,3.1
Kitami,43.770900,143.820100,-1.0,2025-05-04,2025-04-10,24,0,3.50,0.5
Kitami,43.770900,143.820100,-1.0,2025-05-05,2025-04-10,25,0,2.70,1.9
Kitami,43.770900,143.820100,-1.0,2025-05-06,2025-04-10,26,0,1.40,0.6
Kitami,43.770900,143.820100,-1.0,2025-05-07,2025-04-10,27,0,1.10,2.2
Kitami,43.770900,143.820100,-1.0,2025-05-08,2025-04-10,28,0,-0.80,4.6
Kitami,43.770900,143.820100,-1.0,2025-05-09,2025-04-10,29,0,5.80,6.5
Kitami,43.770900,143.820100,-1.0,2025-05-10,2025-04-10,30,0,4.50,1.3
Kitami,43.770900,143.820100,-1.0,2025-05-11,2025-04-10,31,0,2.60,0.7
Kitami,43.770900,143.820100,-1.0,2025-05-12,2025-04-10,32,0,3.30,0.8
Kitami,43.770900,143.820100,3.0,2025-04-10,2025-04-10,0,1,-0.90,50.0
Kitami,43.770900,143.820100,3.0,2025-04-11,2025-04-10,1,1,-0.20,93.3
Kitami,43.770900,143.820100,3.0,2025-04-12,2025-04-10,2,1,0.00,18.6
Kitami,43.770900,143.820100,3.0,2025-04-13,2025-04-10,3,0,3.70,55.9
Kitami,43.770900,143.820100,3.0,2025-04-14,2025-04-10,4,1,1.90,2.7
Kitami,43.770900,143.820100,3.0,2025-04-15,2025-04-10,5,0,5.00,2.6
Kitami,43.770900,143.820100,3.0,2025-04-16,2025-04-10,6,0,5.10,3.3
Kitami,43.770900,143.820100,3.0,2025-04-17,2025-04-10,7,0,4.20,30.0
Kitami,43.770900,143.820100,3.0,2025-04-18,2025-04-10,8,1,1.00,14.4
Kitami,43.770900,143.820100,3.0,2025-04-19,2025-04-10,9,0,5.70,60.7
Kitami,43.770900,143.820100,3.0,2025-04-20,2025-04-10,10,0,3.80,46.3
Kitami,43.770900,143.820100,3.0,2025-04-21,2025-04-10,11,1,0.60,9.1
Kitami,43.770900,143.820100,3.0,2025-04-22,2025-04-10,12,1,0.80,17.7
Kitami,43.770900,143.820100,3.0,2025-04-23,2025-04-10,13,1,2.10,37.9
Kitami,43.770900,143.820100,3.0,2025-04-24,2025-04-10,14,1,-0.90,7.8
Kitami,43.770900,143.820100,3.0,2025-04-25,2025-04-10,15,0,3.40,57.9
Kitami,43.770900,143.820100,3.0,2025-04-26,2025-04-10,16,1,-0.70,7.1
Kitami,43.770900,143.820100,3.0,2025-04-27,2025-04-10,17,1,-1.30,4.7
Kitami,43.770900,143.820100,3.0,2025-04-28,2025-04-10,18,1,-0.30,10.4
Kitami,43.770900,143.820100,3.0,2025-04-29,2025-04-10,19,1,-0.20,5.3
Kitami,43.770900,143.820100,3.0,2025-04-30,2025-04-10,20,1,-0.20,5.6
Kitami,43.770900,143.820100,3.0,2025-05-01,2025-04-10,21,1,-0.30,2.3
Kitami,43.770900,143.820100,3.0,2025-05-02,2025-04-10,22,1,2.20,22.7
Kitami,43.770900,143.820100,3.0,2025-05-03,2025-04-10,23,0,7.90,28.2
Kitami,43.770900,143.820100,3.0,2025-05-04,2025-04-10,24,0,3.50,23.1
Kitami,43.770900,143.820100,3.0,2025-05-05,2025-04-10,25,1,2.70,32.4
Kitami,43.770900,143.820100,3.0,2025-05-06,2025-04-10,26,1,1.40,8.2
Kitami,43.770900,143.820100,3.0,2025-05-07,2025-04-10,27,1,1.10,12.1
Kitami,43.770900,143.820100,3.0,2025-05-08,2025-04-10,28,1,-0.80,5.2
Kitami,43.770900,143.820100,3.0,2025-05-09,2025-04-10,29,0,5.80,32.2
Kitami,43.770900,143.820100,3.0,2025-05-10,2025-04-10,30,0,4.50,20.3
Kitami,43.770900,143.820100,3.0,2025-05-11,2025-04-10,31,1,2.60,11.3
Kitami,43.770900,143.820100,3.0,2025-05-12,2025-04-10,32,0,3.30,13.6
Chitose,42.923800,141.772500,-1.0,2025-04-10,2025-04-10,0,0,1.00,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-11,2025-04-10,1,0,2.00,4.0
Chitose,42.923800,141.772500,-1.0,2025-04-12,2025-04-10,2,0,0.70,1.0
Chitose,42.923800,141.772500,-1.0,2025-04-13,2025-04-10,3,0,4.80,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-14,2025-04-10,4,0,5.10,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-15,2025-04-10,5,0,5.10,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-16,2025-04-10,6,0,5.30,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-17,2025-04-10,7,0,1.90,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-18,2025-04-10,8,0,-0.30,0.2
Chitose,42.923800,141.772500,-1.0,2025-04-19,2025-04-10,9,0,5.90,0.1
Chitose,42.923800,141.772500,-1.0,2025-04-20,2025-04-10,10,0,5.40,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-21,2025-04-10,11,0,2.20,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-22,2025-04-10,12,0,1.40,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-23,2025-04-10,13,0,3.70,0.4
Chitose,42.923800,141.772500,-1.0,2025-04-24,2025-04-10,14,0,4.70,0.1
Chitose,42.923800,141.772500,-1.0,2025-04-25,2025-04-10,15,0,2.50,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-26,2025-04-10,16,0,2.00,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-27,2025-04-10,17,0,1.40,0.2
Chitose,42.923800,141.772500,-1.0,2025-04-28,2025-04-10,18,0,-0.70,0.1
Chitose,42.923800,141.772500,-1.0,2025-04-29,2025-04-10,19,0,2.60,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-30,2025-04-10,20,0,0.90,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-01,2025-04-10,21,0,-0.90,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-02,2025-04-10,22,0,8.00,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-03,2025-04-10,23,0,8.60,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-04,2025-04-10,24,0,6.80,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-05,2025-04-10,25,0,5.60,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-06,2025-04-10,26,0,4.90,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-07,2025-04-10,27,0,3.90,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-08,2025-04-10,28,0,3.90,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-09,2025-04-10,29,0,8.30,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-10,2025-04-10,30,0,8.50,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-11,2025-04-10,31,0,6.70,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-12,2025-04-10,32,0,4.30,0.0
Chitose,42.923800,141.772500,3.0,2025-04-10,2025-04-10,0,1,1.00,50.0
Chitose,42.923800,141.772500,3.0,2025-04-11,2025-04-10,1,1,2.00,100.0
Chitose,42.923800,141.772500,3.0,2025-04-12,2025-04-10,2,1,0.70,22.7
Chitose,42.923800,141.772500,3.0,2025-04-13,2025-04-10,3,0,4.80,4.5
Chitose,42.923800,141.772500,3.0,2025-04-14,2025-04-10,4,0,5.10,0.1
Chitose,42.923800,141.772500,3.0,2025-04-15,2025-04-10,5,0,5.10,13.1
Chitose,42.923800,141.772500,3.0,2025-04-16,2025-04-10,6,0,5.30,0.0
Chitose,42.923800,141.772500,3.0,2025-04-17,2025-04-10,7,1,1.90,0.0
Chitose,42.923800,141.772500,3.0,2025-04-18,2025-04-10,8,1,-0.30,0.6
Chitose,42.923800,141.772500,3.0,2025-04-19,2025-04-10,9,0,5.90,17.5
Chitose,42.923800,141.772500,3.0,2025-04-20,2025-04-10,10,0,5.40,4.0
Chitose,42.923800,141.772500,3.0,2025-04-21,2025-04-10,11,1,2.20,0.4
Chitose,42.923800,141.772500,3.0,2025-04-22,2025-04-10,12,1,1.40,0.5
Chitose,42.923800,141.772500,3.0,2025-04-23,2025-04-10,13,0,3.70,18.8
Chitose,42.923800,141.772500,3.0,2025-04-24,2025-04-10,14,0,4.70,9.2
Chitose,42.923800,141.772500,3.0,2025-04-25,2025-04-10,15,1,2.50,6.3
Chitose,42.923800,141.772500,3.0,2025-04-26,2025-04-10,16,1,2.00,2.5
Chitose,42.923800,141.772500,3.0,2025-04-27,2025-04-10,17,1,1.40,3.5
Chitose,42.923800,141.772500,3.0,2025-04-28,2025-04-10,18,1,-0.70,0.2
Chitose,42.923800,141.772500,3.0,2025-04-29,2025-04-10,19,1,2.60,3.8
Chitose,42.923800,141.772500,3.0,2025-04-30,2025-04-10,20,1,0.90,1.0
Chitose,42.923800,141.772500,3.0,2025-05-01,2025-04-10,21,1,-0.90,0.0
Chitose,42.923800,141.772500,3.0,2025-05-02,2025-04-10,22,0,8.00,7.8
Chitose,42.923800,141.772500,3.0,2025-05-03,2025-04-10,23,0,8.60,5.4
Chitose,42.923800,141.772500,3.0,2025-05-04,2025-04-10,24,0,6.80,2.8
Chitose,42.923800,141.772500,3.0,2025-05-05,2025-04-10,25,0,5.60,1.6
Chitose,42.923800,141.772500,3.0,2025-05-06,2025-04-10,26,0,4.90,0.6
Chitose,42.923800,141.772500,3.0,2025-05-07,2025-04-10,27,0,3.90,5.3
Chitose,42.923800,141.772500,3.0,2025-05-08,2025-04-10,28,0,3.90,7.9
Chitose,42.923800,141.772500,3.0,2025-05-09,2025-04-10,29,0,8.30,3.0
Chitose,42.923800,141.772500,3.0,2025-05-10,2025-04-10,30,0,8.50,1.6
Chitose,42.923800,141.772500,3.0,2025-05-11,2025-04-10,31,0,6.70,1.5
Chitose,42.923800,141.772500,3.0,2025-05-12,2025-04-10,32,0,4.30,0.6
Rikubetsu,43.471184,143.757191,-1.0,2025-04-10,2025-04-10,0,1,-1.10,50.0
Rikubetsu,43.471184,143.757191,-1.0,2025-04-11,2025-04-10,1,1,-2.90,0.0
Rikubetsu,43.471184,143.757191,-1.0,2025-04-12,2025-04-10,2,1,-2.50,0.1
Rikubetsu,43.471184,143.757191,-1.0,2025-04-13,2025-04-10,3,0,1.50,1.1
Rikubetsu,43.471184,143.757191,-1.0,2025-04-14,2025-04-10,4,0,1.90,0.5
Rikubetsu,43.471184,143.757191,-1.0,2025-04-15,2025-04-10,5,0,4.10,0.0
Rikubetsu,43.471184,143.757191,-1.0,2025-04-16,2025-04-10,6,0,5.00,0.0
Rikubetsu,43.471184,143.757191,-1.0,2025-04-17,2025-04-10,7,0,1.60,0.4
Rikubetsu,43.471184,143.757191,-1.0,2025-04-18,2025-04-10,8,1,-2.50,1.5
Rikubetsu,43.471184,143.757191,-1.0,2025-04-19,2025-04-10,9,0,4.70,26.1
Rikubetsu,43.471184,143.757191,-1.0,2025-04-20,2025-04-10,10,0,5.30,11.8
Rikubetsu,43.471184,143.757191,-1.0,2025-04-21,2025-04-10,11,0,0.00,5.1
Rikubetsu,43.471184,143.757191,-1.0,2025-04-22,2025-04-10,12,0,-0.20,11.1
Rikubetsu,43.471184,143.757191,-1.0,2025-04-23,2025-04-10,13,0,0.10,12.2
Rikubetsu,43.471184,143.757191,-1.0,2025-04-24,2025-04-10,14,0,0.10,15.7
Rikubetsu,43.471184,143.757191,-1.0,2025-04-25,2025-04-10,15,0,1.70,17.2
Rikubetsu,43.471184,143.757191,-1.0,2025-04-26,2025-04-10,16,1,-2.20,5.4
Rikubetsu,43.471184,143.757191,-1.0,2025-04-27,2025-04-10,17,1,-1.30,10.1
Rikubetsu,43.471184,143.757191,-1.0,2025-04-28,2025-04-10,18,1,-2.30,4.7
Rikubetsu,43.471184,143.757191,-1.0,2025-04-29,2025-04-10,19,0,0.10,5.6
Rikubetsu,43.471184,143.757191,-1.0,2025-04-30,2025-04-10,20,0,-0.20,6.0
Rikubetsu,43.471184,143.757191,-1.0,2025-05-01,2025-04-10,21,0,0.40,1.8
Rikubetsu,43.471184,143.757191,-1.0,2025-05-02,2025-04-10,22,0,3.30,4.0
Rikubetsu,43.471184,143.757191,-1.0,2025-05-03,2025-04-10,23,0,5.50,3.7
Rikubetsu,43.471184,143.757191,-1.0,2025-05-04,2025-04-10,24,0,3.60,0.7
Rikubetsu,43.471184,143.757191,-1.0,2025-05-05,2025-04-10,25,0,0.90,1.4
Rikubetsu,43.471184,143.757191,-1.0,2025-05-06,2025-04-10,26,0,0.50,1.8
Rikubetsu,43.471184,143.757191,-1.0,2025-05-07,2025-04-10,27,1,-1.40,3.9
Rikubetsu,43.471184,143.757191,-1.0,2025-05-08,2025-04-10,28,1,-2.30,4.0
Rikubetsu,43.471184,143.757191,-1.0,2025-05-09,2025-04-10,29,0,4.20,7.4
Rikubetsu,43.471184,143.757191,-1.0,2025-05-10,2025-04-10,30,0,2.40,0.7
Rikubetsu,43.471184,143.757191,-1.0,2025-05-11,2025-04-10,31,0,3.00,0.5
Rikubetsu,43.471184,143.757191,-1.0,2025-05-12,2025-04-10,32,0,1.30,1.3
Rikubetsu,43.471184,143.757191,3.0,2025-04-10,2025-04-10,0,1,-1.10,50.0
Rikubetsu,43.471184,143.757191,3.0,2025-04-11,2025-04-10,1,1,-2.90,0.0
Rikubetsu,43.471184,143.757191,3.0,2025-04-12,2025-04-10,2,1,-2.50,0.1
Rikubetsu,43.471184,143.757191,3.0,2025-04-13,2025-04-10,3,1,1.50,38.0
