name,latitude,longitude,threshold,event_date,geps_init_date,lead_time_days,event_flag,amd_tmp_min,percentile,bias_mode,bias_value,bias_samples,bias_target
Honbetsu,43.133400,143.562300,-1.0,2025-04-11,2025-04-10,1,0,-0.10,0.2,lead_trim,1.549,90,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-12,2025-04-10,2,0,1.90,0.0,lead_trim,2.084,90,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-13,2025-04-10,3,0,5.20,0.0,lead_trim,2.626,90,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-14,2025-04-10,4,0,2.90,0.0,lead_trim,3.021,90,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-15,2025-04-10,5,0,5.90,0.0,lead_trim,3.561,90,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-16,2025-04-10,6,0,6.70,0.0,lead_trim,3.776,90,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-17,2025-04-10,7,0,2.80,0.0,lead_trim,4.537,90,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-18,2025-04-10,8,0,-0.50,0.0,lead_trim,4.838,90,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-19,2025-04-10,9,0,5.30,0.0,lead_trim,5.503,90,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-20,2025-04-10,10,0,5.70,0.0,lead_trim,5.596,90,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-21,2025-04-10,11,0,1.80,0.0,lead_trim,5.890,90,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-22,2025-04-10,12,0,1.40,0.0,lead_trim,5.725,90,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-23,2025-04-10,13,0,2.90,0.0,lead_trim,5.916,90,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-24,2025-04-10,14,0,5.80,0.0,lead_trim,5.790,90,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-25,2025-04-10,15,0,2.60,0.0,lead_trim,5.742,90,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-26,2025-04-10,16,1,-1.50,0.0,lead_trim,5.770,90,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-27,2025-04-10,17,0,-0.60,3.8,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-28,2025-04-10,18,1,-2.50,2.7,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-29,2025-04-10,19,0,0.60,2.5,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,-1.0,2025-04-30,2025-04-10,20,0,0.80,1.6,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,-1.0,2025-05-01,2025-04-10,21,0,0.40,0.5,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,-1.0,2025-05-02,2025-04-10,22,0,3.90,2.6,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,-1.0,2025-05-03,2025-04-10,23,0,8.10,1.3,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,-1.0,2025-05-04,2025-04-10,24,0,6.20,0.3,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,-1.0,2025-05-05,2025-04-10,25,0,3.80,0.3,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,-1.0,2025-05-06,2025-04-10,26,0,0.00,1.0,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,-1.0,2025-05-07,2025-04-10,27,0,3.10,2.4,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,-1.0,2025-05-08,2025-04-10,28,0,2.40,6.2,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,-1.0,2025-05-09,2025-04-10,29,0,4.50,3.8,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,-1.0,2025-05-10,2025-04-10,30,0,6.00,0.2,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-11,2025-04-10,1,1,-0.10,4.3,lead_trim,1.549,90,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-12,2025-04-10,2,1,1.90,0.0,lead_trim,2.084,90,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-13,2025-04-10,3,0,5.20,0.0,lead_trim,2.626,90,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-14,2025-04-10,4,1,2.90,0.1,lead_trim,3.021,90,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-15,2025-04-10,5,0,5.90,0.0,lead_trim,3.561,90,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-16,2025-04-10,6,0,6.70,0.0,lead_trim,3.776,90,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-17,2025-04-10,7,1,2.80,0.0,lead_trim,4.537,90,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-18,2025-04-10,8,1,-0.50,0.0,lead_trim,4.838,90,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-19,2025-04-10,9,0,5.30,1.5,lead_trim,5.503,90,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-20,2025-04-10,10,0,5.70,0.6,lead_trim,5.596,90,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-21,2025-04-10,11,1,1.80,0.0,lead_trim,5.890,90,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-22,2025-04-10,12,1,1.40,0.1,lead_trim,5.725,90,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-23,2025-04-10,13,1,2.90,0.3,lead_trim,5.916,90,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-24,2025-04-10,14,0,5.80,0.6,lead_trim,5.790,90,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-25,2025-04-10,15,1,2.60,1.0,lead_trim,5.742,90,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-26,2025-04-10,16,1,-1.50,0.0,lead_trim,5.770,90,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-27,2025-04-10,17,1,-0.60,5.4,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-28,2025-04-10,18,1,-2.50,2.7,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-29,2025-04-10,19,1,0.60,9.7,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,3.0,2025-04-30,2025-04-10,20,1,0.80,11.2,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,3.0,2025-05-01,2025-04-10,21,1,0.40,3.1,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,3.0,2025-05-02,2025-04-10,22,0,3.90,36.4,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,3.0,2025-05-03,2025-04-10,23,0,8.10,31.9,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,3.0,2025-05-04,2025-04-10,24,0,6.20,25.0,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,3.0,2025-05-05,2025-04-10,25,0,3.80,28.6,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,3.0,2025-05-06,2025-04-10,26,1,0.00,3.0,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,3.0,2025-05-07,2025-04-10,27,0,3.10,38.4,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,3.0,2025-05-08,2025-04-10,28,1,2.40,33.1,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,3.0,2025-05-09,2025-04-10,29,0,4.50,32.7,lead_trim,-0.567,12,p10
Honbetsu,43.133400,143.562300,3.0,2025-05-10,2025-04-10,30,0,6.00,15.1,lead_trim,-0.567,12,p10
Date,42.493500,140.866200,-1.0,2025-04-11,2025-04-10,1,0,5.40,0.0,lead_trim,-1.476,90,p10
Date,42.493500,140.866200,-1.0,2025-04-12,2025-04-10,2,0,1.80,1.3,lead_trim,-1.181,90,p10
Date,42.493500,140.866200,-1.0,2025-04-13,2025-04-10,3,0,5.60,0.0,lead_trim,-1.036,90,p10
Date,42.493500,140.866200,-1.0,2025-04-14,2025-04-10,4,0,6.70,0.0,lead_trim,-0.867,90,p10
Date,42.493500,140.866200,-1.0,2025-04-15,2025-04-10,5,0,5.40,0.0,lead_trim,-0.745,90,p10
Date,42.493500,140.866200,-1.0,2025-04-16,2025-04-10,6,0,5.80,0.0,lead_trim,-0.396,90,p10
Date,42.493500,140.866200,-1.0,2025-04-17,2025-04-10,7,0,1.30,0.0,lead_trim,-0.046,90,p10
Date,42.493500,140.866200,-1.0,2025-04-18,2025-04-10,8,0,-0.80,0.0,lead_trim,-0.028,90,p10
Date,42.493500,140.866200,-1.0,2025-04-19,2025-04-10,9,0,7.10,0.0,lead_trim,0.082,90,p10
Date,42.493500,140.866200,-1.0,2025-04-20,2025-04-10,10,0,6.60,0.0,lead_trim,0.381,90,p10
Date,42.493500,140.866200,-1.0,2025-04-21,2025-04-10,11,0,4.50,0.0,lead_trim,0.378,90,p10
Date,42.493500,140.866200,-1.0,2025-04-22,2025-04-10,12,0,3.20,0.0,lead_trim,0.448,90,p10
Date,42.493500,140.866200,-1.0,2025-04-23,2025-04-10,13,0,5.70,0.0,lead_trim,0.374,90,p10
Date,42.493500,140.866200,-1.0,2025-04-24,2025-04-10,14,0,8.00,0.0,lead_trim,0.383,90,p10
Date,42.493500,140.866200,-1.0,2025-04-25,2025-04-10,15,0,4.70,0.0,lead_trim,0.470,90,p10
Date,42.493500,140.866200,-1.0,2025-04-26,2025-04-10,16,0,1.20,0.0,lead_trim,0.514,90,p10
Date,42.493500,140.866200,-1.0,2025-04-27,2025-04-10,17,0,3.60,2.9,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,-1.0,2025-04-28,2025-04-10,18,0,0.90,5.4,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,-1.0,2025-04-29,2025-04-10,19,0,5.20,0.4,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,-1.0,2025-04-30,2025-04-10,20,0,2.40,0.8,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,-1.0,2025-05-01,2025-04-10,21,0,0.30,0.0,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,-1.0,2025-05-02,2025-04-10,22,0,9.20,0.1,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,-1.0,2025-05-03,2025-04-10,23,0,8.50,1.4,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,-1.0,2025-05-04,2025-04-10,24,0,5.60,0.4,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,-1.0,2025-05-05,2025-04-10,25,0,6.90,0.5,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,-1.0,2025-05-06,2025-04-10,26,0,4.30,0.1,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,-1.0,2025-05-07,2025-04-10,27,0,4.00,0.3,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,-1.0,2025-05-08,2025-04-10,28,0,3.70,3.2,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,-1.0,2025-05-09,2025-04-10,29,0,5.10,1.3,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,-1.0,2025-05-10,2025-04-10,30,0,9.20,0.5,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,3.0,2025-04-11,2025-04-10,1,0,5.40,99.0,lead_trim,-1.476,90,p10
Date,42.493500,140.866200,3.0,2025-04-12,2025-04-10,2,1,1.80,52.7,lead_trim,-1.181,90,p10
Date,42.493500,140.866200,3.0,2025-04-13,2025-04-10,3,0,5.60,3.1,lead_trim,-1.036,90,p10
Date,42.493500,140.866200,3.0,2025-04-14,2025-04-10,4,0,6.70,10.4,lead_trim,-0.867,90,p10
Date,42.493500,140.866200,3.0,2025-04-15,2025-04-10,5,0,5.40,10.7,lead_trim,-0.745,90,p10
Date,42.493500,140.866200,3.0,2025-04-16,2025-04-10,6,0,5.80,0.0,lead_trim,-0.396,90,p10
Date,42.493500,140.866200,3.0,2025-04-17,2025-04-10,7,1,1.30,0.0,lead_trim,-0.046,90,p10
Date,42.493500,140.866200,3.0,2025-04-18,2025-04-10,8,1,-0.80,0.0,lead_trim,-0.028,90,p10
Date,42.493500,140.866200,3.0,2025-04-19,2025-04-10,9,0,7.10,5.4,lead_trim,0.082,90,p10
Date,42.493500,140.866200,3.0,2025-04-20,2025-04-10,10,0,6.60,1.7,lead_trim,0.381,90,p10
Date,42.493500,140.866200,3.0,2025-04-21,2025-04-10,11,0,4.50,0.4,lead_trim,0.378,90,p10
Date,42.493500,140.866200,3.0,2025-04-22,2025-04-10,12,0,3.20,0.2,lead_trim,0.448,90,p10
Date,42.493500,140.866200,3.0,2025-04-23,2025-04-10,13,0,5.70,2.1,lead_trim,0.374,90,p10
Date,42.493500,140.866200,3.0,2025-04-24,2025-04-10,14,0,8.00,1.7,lead_trim,0.383,90,p10
Date,42.493500,140.866200,3.0,2025-04-25,2025-04-10,15,0,4.70,0.9,lead_trim,0.470,90,p10
Date,42.493500,140.866200,3.0,2025-04-26,2025-04-10,16,1,1.20,0.0,lead_trim,0.514,90,p10
Date,42.493500,140.866200,3.0,2025-04-27,2025-04-10,17,0,3.60,71.6,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,3.0,2025-04-28,2025-04-10,18,1,0.90,32.0,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,3.0,2025-04-29,2025-04-10,19,0,5.20,54.2,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,3.0,2025-04-30,2025-04-10,20,1,2.40,48.9,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,3.0,2025-05-01,2025-04-10,21,1,0.30,0.8,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,3.0,2025-05-02,2025-04-10,22,0,9.20,53.5,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,3.0,2025-05-03,2025-04-10,23,0,8.50,61.0,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,3.0,2025-05-04,2025-04-10,24,0,5.60,48.4,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,3.0,2025-05-05,2025-04-10,25,0,6.90,54.2,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,3.0,2025-05-06,2025-04-10,26,0,4.30,45.8,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,3.0,2025-05-07,2025-04-10,27,0,4.00,56.1,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,3.0,2025-05-08,2025-04-10,28,0,3.70,57.7,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,3.0,2025-05-09,2025-04-10,29,0,5.10,45.5,lead_trim,-4.010,12,p10
Date,42.493500,140.866200,3.0,2025-05-10,2025-04-10,30,0,9.20,34.2,lead_trim,-4.010,12,p10
Kitami,43.770900,143.820100,-1.0,2025-04-11,2025-04-10,1,0,-0.20,49.7,lead_trim,0.316,90,p10
Kitami,43.770900,143.820100,-1.0,2025-04-12,2025-04-10,2,0,0.00,0.5,lead_trim,0.723,90,p10
Kitami,43.770900,143.820100,-1.0,2025-04-13,2025-04-10,3,0,3.70,0.0,lead_trim,1.264,90,p10
Kitami,43.770900,143.820100,-1.0,2025-04-14,2025-04-10,4,0,1.90,0.0,lead_trim,1.865,90,p10
Kitami,43.770900,143.820100,-1.0,2025-04-15,2025-04-10,5,0,5.00,0.0,lead_trim,2.140,90,p10
Kitami,43.770900,143.820100,-1.0,2025-04-16,2025-04-10,6,0,5.10,0.0,lead_trim,2.552,90,p10
Kitami,43.770900,143.820100,-1.0,2025-04-17,2025-04-10,7,0,4.20,0.0,lead_trim,3.125,90,p10
Kitami,43.770900,143.820100,-1.0,2025-04-18,2025-04-10,8,0,1.00,0.0,lead_trim,3.707,90,p10
Kitami,43.770900,143.820100,-1.0,2025-04-19,2025-04-10,9,0,5.70,0.1,lead_trim,4.481,90,p10
Kitami,43.770900,143.820100,-1.0,2025-04-20,2025-04-10,10,0,3.80,0.3,lead_trim,4.593,90,p10
Kitami,43.770900,143.820100,-1.0,2025-04-21,2025-04-10,11,0,0.60,0.1,lead_trim,4.734,90,p10
Kitami,43.770900,143.820100,-1.0,2025-04-22,2025-04-10,12,0,0.80,0.3,lead_trim,4.710,90,p10
Kitami,43.770900,143.820100,-1.0,2025-04-23,2025-04-10,13,0,2.10,0.1,lead_trim,4.974,90,p10
Kitami,43.770900,143.820100,-1.0,2025-04-24,2025-04-10,14,0,-0.90,0.1,lead_trim,4.930,90,p10
Kitami,43.770900,143.820100,-1.0,2025-04-25,2025-04-10,15,0,3.40,0.0,lead_trim,4.675,90,p10
Kitami,43.770900,143.820100,-1.0,2025-04-26,2025-04-10,16,0,-0.70,0.0,lead_trim,4.772,90,p10
Kitami,43.770900,143.820100,-1.0,2025-04-27,2025-04-10,17,1,-1.30,4.7,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,-1.0,2025-04-28,2025-04-10,18,0,-0.30,6.1,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,-1.0,2025-04-29,2025-04-10,19,0,-0.20,2.7,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,-1.0,2025-04-30,2025-04-10,20,0,-0.20,2.7,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,-1.0,2025-05-01,2025-04-10,21,0,-0.30,1.1,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,-1.0,2025-05-02,2025-04-10,22,0,2.20,2.5,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,-1.0,2025-05-03,2025-04-10,23,0,7.90,3.1,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,-1.0,2025-05-04,2025-04-10,24,0,3.50,0.5,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,-1.0,2025-05-05,2025-04-10,25,0,2.70,1.9,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,-1.0,2025-05-06,2025-04-10,26,0,1.40,0.6,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,-1.0,2025-05-07,2025-04-10,27,0,1.10,2.2,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,-1.0,2025-05-08,2025-04-10,28,0,-0.80,4.6,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,-1.0,2025-05-09,2025-04-10,29,0,5.80,6.5,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,-1.0,2025-05-10,2025-04-10,30,0,4.50,1.3,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,3.0,2025-04-11,2025-04-10,1,1,-0.20,80.0,lead_trim,0.316,90,p10
Kitami,43.770900,143.820100,3.0,2025-04-12,2025-04-10,2,1,0.00,4.0,lead_trim,0.723,90,p10
Kitami,43.770900,143.820100,3.0,2025-04-13,2025-04-10,3,0,3.70,12.3,lead_trim,1.264,90,p10
Kitami,43.770900,143.820100,3.0,2025-04-14,2025-04-10,4,1,1.90,0.1,lead_trim,1.865,90,p10
Kitami,43.770900,143.820100,3.0,2025-04-15,2025-04-10,5,0,5.00,0.0,lead_trim,2.140,90,p10
Kitami,43.770900,143.820100,3.0,2025-04-16,2025-04-10,6,0,5.10,0.0,lead_trim,2.552,90,p10
Kitami,43.770900,143.820100,3.0,2025-04-17,2025-04-10,7,0,4.20,0.1,lead_trim,3.125,90,p10
Kitami,43.770900,143.820100,3.0,2025-04-18,2025-04-10,8,1,1.00,0.0,lead_trim,3.707,90,p10
Kitami,43.770900,143.820100,3.0,2025-04-19,2025-04-10,9,0,5.70,5.1,lead_trim,4.481,90,p10
Kitami,43.770900,143.820100,3.0,2025-04-20,2025-04-10,10,0,3.80,5.9,lead_trim,4.593,90,p10
Kitami,43.770900,143.820100,3.0,2025-04-21,2025-04-10,11,1,0.60,0.3,lead_trim,4.734,90,p10
Kitami,43.770900,143.820100,3.0,2025-04-22,2025-04-10,12,1,0.80,1.1,lead_trim,4.710,90,p10
Kitami,43.770900,143.820100,3.0,2025-04-23,2025-04-10,13,1,2.10,1.7,lead_trim,4.974,90,p10
Kitami,43.770900,143.820100,3.0,2025-04-24,2025-04-10,14,1,-0.90,0.1,lead_trim,4.930,90,p10
Kitami,43.770900,143.820100,3.0,2025-04-25,2025-04-10,15,0,3.40,3.8,lead_trim,4.675,90,p10
Kitami,43.770900,143.820100,3.0,2025-04-26,2025-04-10,16,1,-0.70,0.0,lead_trim,4.772,90,p10
Kitami,43.770900,143.820100,3.0,2025-04-27,2025-04-10,17,1,-1.30,4.7,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,3.0,2025-04-28,2025-04-10,18,1,-0.30,10.4,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,3.0,2025-04-29,2025-04-10,19,1,-0.20,5.3,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,3.0,2025-04-30,2025-04-10,20,1,-0.20,5.6,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,3.0,2025-05-01,2025-04-10,21,1,-0.30,2.3,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,3.0,2025-05-02,2025-04-10,22,1,2.20,22.7,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,3.0,2025-05-03,2025-04-10,23,0,7.90,28.2,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,3.0,2025-05-04,2025-04-10,24,0,3.50,23.1,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,3.0,2025-05-05,2025-04-10,25,1,2.70,32.4,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,3.0,2025-05-06,2025-04-10,26,1,1.40,8.2,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,3.0,2025-05-07,2025-04-10,27,1,1.10,12.1,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,3.0,2025-05-08,2025-04-10,28,1,-0.80,5.2,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,3.0,2025-05-09,2025-04-10,29,0,5.80,32.2,lead_trim,-0.305,12,p10
Kitami,43.770900,143.820100,3.0,2025-05-10,2025-04-10,30,0,4.50,20.3,lead_trim,-0.305,12,p10
Chitose,42.923800,141.772500,-1.0,2025-04-11,2025-04-10,1,0,2.00,29.0,lead_trim,-0.746,90,p10
Chitose,42.923800,141.772500,-1.0,2025-04-12,2025-04-10,2,0,0.70,1.8,lead_trim,-0.396,90,p10
Chitose,42.923800,141.772500,-1.0,2025-04-13,2025-04-10,3,0,4.80,0.0,lead_trim,0.226,90,p10
Chitose,42.923800,141.772500,-1.0,2025-04-14,2025-04-10,4,0,5.10,0.0,lead_trim,0.602,90,p10
Chitose,42.923800,141.772500,-1.0,2025-04-15,2025-04-10,5,0,5.10,0.0,lead_trim,0.916,90,p10
Chitose,42.923800,141.772500,-1.0,2025-04-16,2025-04-10,6,0,5.30,0.0,lead_trim,1.066,90,p10
Chitose,42.923800,141.772500,-1.0,2025-04-17,2025-04-10,7,0,1.90,0.0,lead_trim,1.360,90,p10
Chitose,42.923800,141.772500,-1.0,2025-04-18,2025-04-10,8,0,-0.30,0.0,lead_trim,1.712,90,p10
Chitose,42.923800,141.772500,-1.0,2025-04-19,2025-04-10,9,0,5.90,0.0,lead_trim,1.918,90,p10
Chitose,42.923800,141.772500,-1.0,2025-04-20,2025-04-10,10,0,5.40,0.0,lead_trim,2.127,90,p10
Chitose,42.923800,141.772500,-1.0,2025-04-21,2025-04-10,11,0,2.20,0.0,lead_trim,2.366,90,p10
Chitose,42.923800,141.772500,-1.0,2025-04-22,2025-04-10,12,0,1.40,0.0,lead_trim,2.393,90,p10
Chitose,42.923800,141.772500,-1.0,2025-04-23,2025-04-10,13,0,3.70,0.0,lead_trim,2.299,90,p10
Chitose,42.923800,141.772500,-1.0,2025-04-24,2025-04-10,14,0,4.70,0.0,lead_trim,2.400,90,p10
Chitose,42.923800,141.772500,-1.0,2025-04-25,2025-04-10,15,0,2.50,0.0,lead_trim,2.317,90,p10
Chitose,42.923800,141.772500,-1.0,2025-04-26,2025-04-10,16,0,2.00,0.0,lead_trim,2.369,90,p10
Chitose,42.923800,141.772500,-1.0,2025-04-27,2025-04-10,17,0,1.40,0.2,lead_trim,-0.160,12,p10
Chitose,42.923800,141.772500,-1.0,2025-04-28,2025-04-10,18,0,-0.70,0.1,lead_trim,-0.160,12,p10
Chitose,42.923800,141.772500,-1.0,2025-04-29,2025-04-10,19,0,2.60,0.0,lead_trim,-0.160,12,p10
Chitose,42.923800,141.772500,-1.0,2025-04-30,2025-04-10,20,0,0.90,0.0,lead_trim,-0.160,12,p10
Chitose,42.923800,141.772500,-1.0,2025-05-01,2025-04-10,21,0,-0.90,0.0,lead_trim,-0.160,12,p10
Chitose,42.923800,141.772500,-1.0,2025-05-02,2025-04-10,22,0,8.00,0.0,lead_trim,-0.160,12,p10
Chitose,42.923800,141.772500,-1.0,2025-05-03,2025-04-10,23,0,8.60,0.0,lead_trim,-0.160,12,p10
Chitose,42.923800,141.772500,-1.0,2025-05-04,2025-04-10,24,0,6.80,0.0,lead_trim,-0.160,12,p10
Chitose,42.923800,141.772500,-1.0,2025-05-05,2025-04-10,25,0,5.60,0.0,lead_trim,-0.160,12,p10
Chitose,42.923800,141.772500,-1.0,2025-05-06,2025-04-10,26,0,4.90,0.0,lead_trim,-0.160,12,p10
Chitose,42.923800,141.772500,-1.0,2025-05-07,2025-04-10,27,0,3.90,0.0,lead_trim,-0.160,12,p10
Chitose,42.923800,141.772500,-1.0,2025-05-08,2025-04-10,28,0,3.90,0.0,lead_trim,-0.160,12,p10
Chitose,42.923800,141.772500,-1.0,2025-05-09,2025-04-10,29,0,8.30,0.0,lead_trim,-0.160,12,p10
Chitose,42.923800,141.772500,-1.0,2025-05-10,2025-04-10,30,0,8.50,0.0,lead_trim,-0.160,12,p10
Chitose,42.923800,141.772500,3.0,2025-04-11,2025-04-10,1,1,2.00,100.0,lead_trim,-0.746,90,p10
Chitose,42.923800,141.772500,3.0,2025-04-12,2025-04-10,2,1,0.70,29.8,lead_trim,-0.396,90,p10
Chitose,42.923800,141.772500,3.0,2025-04-13,2025-04-10,3,0,4.80,1.8,lead_trim,0.226,90,p10
Chitose,42.923800,141.772500,3.0,2025-04-14,2025-04-10,4,0,5.10,0.0,lead_trim,0.602,90,p10
Chitose,42.923800,141.772500,3.0,2025-04-15,2025-04-10,5,0,5.10,3.7,lead_trim,0.916,90,p10
Chitose,42.923800,141.772500,3.0,2025-04-16,2025-04-10,6,0,5.30,0.0,lead_trim,1.066,90,p10
Chitose,42.923800,141.772500,3.0,2025-04-17,2025-04-10,7,1,1.90,0.0,lead_trim,1.360,90,p10
Chitose,42.923800,141.772500,3.0,2025-04-18,2025-04-10,8,1,-0.30,0.0,lead_trim,1.712,90,p10
Chitose,42.923800,141.772500,3.0,2025-04-19,2025-04-10,9,0,5.90,1.6,lead_trim,1.918,90,p10
Chitose,42.923800,141.772500,3.0,2025-04-20,2025-04-10,10,0,5.40,0.1,lead_trim,2.127,90,p10
Chitose,42.923800,141.772500,3.0,2025-04-21,2025-04-10,11,1,2.20,0.0,lead_trim,2.366,90,p10
Chitose,42.923800,141.772500,3.0,2025-04-22,2025-04-10,12,1,1.40,0.0,lead_trim,2.393,90,p10
Chitose,42.923800,141.772500,3.0,2025-04-23,2025-04-10,13,0,3.70,2.5,lead_trim,2.299,90,p10
Chitose,42.923800,141.772500,3.0,2025-04-24,2025-04-10,14,0,4.70,0.6,lead_trim,2.400,90,p10
Chitose,42.923800,141.772500,3.0,2025-04-25,2025-04-10,15,1,2.50,0.1,lead_trim,2.317,90,p10
Chitose,42.923800,141.772500,3.0,2025-04-26,2025-04-10,16,1,2.00,0.0,lead_trim,2.369,90,p10
Chitose,42.923800,141.772500,3.0,2025-04-27,2025-04-10,17,1,1.40,3.5,lead_trim,-0.160,12,p10
